Date,Name,Comment
Mon Apr 06 23:08:35 PDT 2009,cari1030,"@rhifreakx yes yes!  btw, when r u at the airport on friday? My plane's like at 5:00"
Tue Apr 07 00:47:10 PDT 2009,bgmahesh,What is common between Chidambaram and George Bush  http://news.oneindia.in/2009/04/07/sikh-journalist-hurls-shoe-at-p-chidambaram.html
Tue Apr 07 00:12:10 PDT 2009,coleyoles,I was woken up by my mom. now i cant get to sleep. 
Mon Apr 06 22:20:20 PDT 2009,bayofwolves,"@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown."
Tue Apr 07 01:35:43 PDT 2009,AyshieMarie,ugh why did my mum wake me up so early!! 8:45 geesh! I NEED SLEEP! And @princessnadys...there is noth  awww 
Tue Apr 07 00:03:53 PDT 2009,Bosun_McShiny,"@leslie_nassar Hey, I didn't say I would eat them  aren't they like an inside-out pizza? Will my local Coles stock them? Important Q's."
Tue Apr 07 01:33:35 PDT 2009,FaithfulChosen,@diablocody No fail whale means you have a steady internet connection. Be proud to have never seen it 
Tue Apr 07 01:39:03 PDT 2009,richardathome,@jagusti Welcome back to sunnny Sheffield 
Tue Apr 07 04:23:10 PDT 2009,mbg31793,it is way to cold this morning... i dont wanna get out of bed... but i have to 
Mon Apr 06 23:35:10 PDT 2009,RebeccaLange,"@sarahprout tweetfinder hates me  and I was having trouble with background on twitter,what do you think?"
Tue Apr 07 04:34:52 PDT 2009,brwnjo8,feels really ill 
Tue Apr 07 00:13:13 PDT 2009,margesbakery,"@Steve_Buscemi hahahahaha, totally awesome!!!!! You made my life!!!!!!! "
Tue Apr 07 01:52:26 PDT 2009,danisabella,@savicevic Aww.  I won't be that roommate next year!
Mon Apr 06 22:42:18 PDT 2009,summerseelye,michigan state you make me sad 
Tue Apr 07 00:13:51 PDT 2009,NeilFairburn,Another day in work and life. Is it a pigeon day today ? or a statue day ? or neither?  hoping for calm neither day i think 
Tue Apr 07 03:49:08 PDT 2009,4ever_yash,goign 2 scholl baghhh !!! -_- im tires woke up early.. fell asleep sick 
Tue Apr 07 02:07:39 PDT 2009,omgwtfannie,@moony394 *huggggs* i'm glad you're here to help me through this  he was my favourite character. the white house sucks for stealing him 
Tue Apr 07 00:13:51 PDT 2009,BenJacob,"OMG! Indian Home minister got a shoe, Like what Bush got last time  - But there is a difference b/w Chidambaram and Bush "
Tue Apr 07 02:34:05 PDT 2009,jemma_foster,@shantiernan I miss you fool! I'll scrounge off my dad and we can go Trafford Centre when I get back 
Tue Apr 07 01:39:17 PDT 2009,Joanmarie,That sounds rather tragic. But good night all the same. 
Mon Apr 06 22:37:36 PDT 2009,tshamysboo,"dierks bentley is comin' to columbus, OH!! i wanna go so bad "
Tue Apr 07 03:46:49 PDT 2009,_AlyssaMarie,Snow? Seriously?! 
Tue Apr 07 01:43:14 PDT 2009,EbeeMarieBee,I'm having a harry potter marothon! I'm such a dork! 
Tue Apr 07 01:18:55 PDT 2009,keithmccormick,that's an interesting first tweet! LOL follow more people!!  congrats on the twitter though! xo @LOL_Tarwhaa
Mon Apr 06 23:08:06 PDT 2009,jocelleuntalan,@RepeaterBand I missed the show last Friday! I was so bummed! But I'm excited that you guys will start recording with @ROSS_ROBINSON !! 
Tue Apr 07 00:05:09 PDT 2009,dontlookaway,body clock still up the chuffer..note never ever stay up late again -also afro is back 
Tue Apr 07 03:36:32 PDT 2009,dannyhinde,has to do coursework today 
Tue Apr 07 00:28:46 PDT 2009,lgcrandall,I have the greatest boyfriend 
Tue Apr 07 02:19:20 PDT 2009,dyns,@Valvert : have a nice day to 
Tue Apr 07 01:13:03 PDT 2009,timneale,"@russians_in_uk hmmmm, something on your mind - hehe "
Tue Apr 07 00:33:55 PDT 2009,MariavanBruggen,@mamlamarquise Beautiful earrings! Very gentle 
Mon Apr 06 22:53:39 PDT 2009,jtmal0723,@Anistorm Sorry 
Tue Apr 07 01:54:16 PDT 2009,karawapo,@troppo Twitterfon is great but it converts smileys  into pictures what looks like very bad taste to me.
Tue Apr 07 02:08:54 PDT 2009,marywinsteadfan,@selenagomez  Was I disturbing the last time I chatted with u in YM?? my YM is corinamarie0403 
Tue Apr 07 02:09:11 PDT 2009,xappleoflondonx,@heidimontag we don't get to see season 5 of hills till may 
Tue Apr 07 04:09:21 PDT 2009,SarahG_87,feels a bit rough today  soooo can't wait for this long weekend
Mon Apr 06 22:44:48 PDT 2009,veronica78, wonder if Jon lost the net
Tue Apr 07 03:26:54 PDT 2009,mwiththeat,Stuck in a Faraday cage today 
Tue Apr 07 01:03:46 PDT 2009,karengd,"Got up to work online, but I don't feel well so just surfing the internet listing to gospel music, hope morning is more enlightening....  "
Tue Apr 07 04:09:19 PDT 2009,ohmelissa,@honeybeess Me too girl  Thesis thesis.
Mon Apr 06 23:17:53 PDT 2009,Girlyme,At work...only 2 more days to go and then i am off for 7 more days  yay!!!
Tue Apr 07 01:35:05 PDT 2009,miss_sugarhigh,My boyfriend means the world to me but he just doesn't seem to see it ....muchless understand 
Mon Apr 06 23:31:15 PDT 2009,HilaryBays,"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize "
Mon Apr 06 23:08:09 PDT 2009,kworkman,"@wigsie I do too, but I seemed to have missed this one.   It's a  double feature tonight, On the Waterfront and Casablanca. "
Mon Apr 06 22:23:20 PDT 2009,Missy_BB,@Pope_Mello Well yeah! I only noticed cuz i'm BB too. 
Mon Apr 06 23:28:46 PDT 2009,carolARC,"@bloodandmilk Neat!  Red Cross &amp; Red Crescent-Red Lion with Sun (that one was withdrawn)--Unity, I stand with them. "
Tue Apr 07 02:24:14 PDT 2009,lund91,@Cookieex3 awesome!! Can't wait to see it!! 
Tue Apr 07 00:19:13 PDT 2009,mizcupcakekid,Going to sleep now. Johnny just died on the OC. 
Mon Apr 06 23:06:32 PDT 2009,Superneej,Morning! Bah Car won't start.. waiting for the ANWB.... 
Mon Apr 06 22:48:51 PDT 2009,riotandahalf,And p.s. I'm getting paid to boss my sister around 
Mon Apr 06 22:58:50 PDT 2009,aleskywalker,@nick_carter http://fanclub.backstreetboys.com/chat.php  ? is not crazy! we're like 3 persons there! lol
Mon Apr 06 22:28:22 PDT 2009,ladyfox14,"@firestoned - Dude, stars are always awesome.    Surprised to see you tweeting."
Mon Apr 06 23:10:04 PDT 2009,kelseyblondie,"just leavin work, my feet hurt "
Tue Apr 07 02:46:15 PDT 2009,MeDearDarling,"@saturngirl ha ha ha, *cap doffed*. Okay you are right. Camping in the Cotwolds AGAIN for me.    ;)"
Mon Apr 06 22:58:18 PDT 2009,mumblr,Tumblr: This is exactly how it feels wearing a ï¿½tieï¿½  http://tinyurl.com/c8bvqh
Tue Apr 07 01:58:12 PDT 2009,Shulalaba,"@sipdrink  nice new calvins in a rainbow of colours to make the most of his tan, I love them, obv!"
Tue Apr 07 01:55:54 PDT 2009,miketayon,"is still waiting for a dispatch, and just got up about an hour ago, after sleeping 4 hours. Guess I'll go back to bed "
Tue Apr 07 00:52:54 PDT 2009,Ninkey84,At work again 
Tue Apr 07 00:08:54 PDT 2009,freddiefoofoo,just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!!   doh!
Mon Apr 06 22:26:38 PDT 2009,cityrat59,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... "
Tue Apr 07 02:01:41 PDT 2009,cun,"@DG8ball yeah? If you get spraying, I'm going to have to pay you to spray my M3 at some point. They dont to e46 M3's in white in europe, "
Tue Apr 07 00:13:48 PDT 2009,blackshtef,"just woke up to find out that WeenKee, his guinea-pig just delivered two tiny guinea-pigs to world! Now I have to get the names for them "
Mon Apr 06 22:40:48 PDT 2009,Arneenxx,Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back 
Mon Apr 06 22:25:44 PDT 2009,fedunska,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. "
Mon Apr 06 23:52:39 PDT 2009,justnikkii,@NicoleVilareal heyy yess  whats up dude!?
Tue Apr 07 01:28:46 PDT 2009,wildpeeta,@blackberryman Sounds like you have a story to share about your blackberry too? Please do! 
Mon Apr 06 23:45:24 PDT 2009,CuriousLifeofGA,I totally forgot we were going to do fisheye 2night   What u doing Thursday....  Btw.... I'm so late with the hills... LOL
Tue Apr 07 00:43:21 PDT 2009,fergusonc7,@TinkerDel I'm getting my son and god kids over to bake a cake....my sister might have a easter hunt for the kids 
Tue Apr 07 01:07:57 PDT 2009,haentz,"Plugged in iPhone. Dismissed syncing screen. iPhone synced WITHOUT the sync screen, then crashs... Gotta love hightech "
Tue Apr 07 01:44:07 PDT 2009,jenjenjenn,@foreverkid haha loveeeee  That'll be a mad show.
Tue Apr 07 01:18:28 PDT 2009,twHIVE_W20,[-O] Varujan Pambuccian is rocking da house at the Information Security in Web 2.0 Era conference  http://tinyurl.com/cnlsz3
Tue Apr 07 00:25:33 PDT 2009,razlou,morning everyone!! still feeling poorly!   hope u all have a good day! x
Tue Apr 07 02:40:15 PDT 2009,carrotmadman6,Uni sucks! Have to leave home at 12:00 to attend a lecture at 14:30 to 16:30.  &amp; roadworks everywhere - MT installing fibre cables.
Mon Apr 06 22:52:38 PDT 2009,xkhaotik,@lolitariot oh no  hope you're not getting sick too!
Tue Apr 07 00:58:58 PDT 2009,HeidiRochelle,@heidimontag The Hills episodes were so sad   PS. LOVE your name
Mon Apr 06 22:42:56 PDT 2009,Day_Zee,@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week 
Mon Apr 06 22:43:53 PDT 2009,konelli,@Honey3223  Honey goodnight I am up really early in the morning busy day will catch up with you later tomorrow 
Tue Apr 07 01:13:58 PDT 2009,briancarter,"@andrew_goodman oops, I mean best thing I've read lately about *PPC*  Frankly, the Dune series is better lol ;-)"
Tue Apr 07 00:02:57 PDT 2009,amiemccarron,@Nightwyrm no not yet 
Mon Apr 06 22:27:43 PDT 2009,jocelleuntalan,I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? 
Mon Apr 06 23:52:51 PDT 2009,Missy__,@kyleandjackieo GOD! send ME some of your clothing that you don't want.. hangbags too please! anything! ill cherish it 
Tue Apr 07 01:33:14 PDT 2009,aaronbassett,@JasonPMcRussell I used to think that as well...honestly it has been fairly easy to use. But I'm a coder and I like working on the shell 
Tue Apr 07 04:32:13 PDT 2009,humanPincushion,"Oh snap, bars and #liquor stores aren't open on the statutory holidays during #Easter. Stupid retarded laws "
Mon Apr 06 23:28:47 PDT 2009,thebigklosowski,@erinmaher Ummm... I think me and @ashumittal have used it so far.  Dunno.  I just made it up 15 mins ago.  Thought it'd be fun.  
Tue Apr 07 01:31:00 PDT 2009,DouglasBarrie,@skynicmac shame 
Mon Apr 06 22:19:57 PDT 2009,ElleCTF,my whole body feels itchy and like its on fire 
Tue Apr 07 01:01:17 PDT 2009,ramanagal,hate being here 
Tue Apr 07 04:24:01 PDT 2009,Dominiquegary,At the school for the disttict track meet. I don't wanna go 
Mon Apr 06 23:18:26 PDT 2009,massacred_mind,"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible."
Tue Apr 07 00:03:28 PDT 2009,TheNotoriousJEN,"@Willie_Day26 doing this damn outline for a script! Smh, hella  time consuming. Shouldn't you be taking advantage of some REST, perhaps? "
Mon Apr 06 23:07:57 PDT 2009,esarabia,@DrMollieMarti Best of luck to you Dr and your new Rockstar sisters.  I know some women that are into MLM. I'll tell them about you. 
Mon Apr 06 23:02:42 PDT 2009,JenniferRowden,Shiner is taking up all my bed and blankets! 
Mon Apr 06 22:38:44 PDT 2009,usagiko,"@LevenRambin: Take it easy, and be good to you. "
Tue Apr 07 00:45:32 PDT 2009,clairem02,"http://twitpic.com/2y5s9 - He only reminds me of him because he doesn't wash his hair, that's all. Gross, I know! "
Mon Apr 06 23:06:23 PDT 2009,giselle88,"i dont want to believe what im reading...buu,so sad "
Tue Apr 07 01:43:47 PDT 2009,lexyvee,time for bed  night twitters
Tue Apr 07 01:08:52 PDT 2009,Vynse,@ash_uh_bot im not a douche and im not 25 lol 
Tue Apr 07 02:23:38 PDT 2009,Sharontweet,"@garry1bowie No, just one shortly before the soap awards judging starts.... "
Tue Apr 07 00:15:44 PDT 2009,jfergie84,"had a flu shot at work, now my arm hurts "
Mon Apr 06 22:28:31 PDT 2009,WillBeebe,@Infinitarchitek Feels pretty good doesn't it? 
Tue Apr 07 00:13:52 PDT 2009,_jessica_maree,"@haylieofficial haylie, that is so cute "
Tue Apr 07 01:23:46 PDT 2009,AlmaLaCubana,"@Knot2serious oh! Btw,@djrocko951 &amp; I tried to go to that Cuban buffet I told u about,so excited..it's closed on Mondays  SAD story!"
Tue Apr 07 01:01:24 PDT 2009,wendyblackheart,may hold off on hawk. Getting a job first might be a better idea... But i want it. 
Tue Apr 07 00:03:17 PDT 2009,tsarnick,@robs_maid thanks 
Mon Apr 06 23:38:27 PDT 2009,KingdomGuard,@RoyalGuardofOz Thanks hun  *hugs*
Mon Apr 06 23:23:22 PDT 2009,serendipify,@deon - &quot;source shine2&quot;? hahahaha... istilah yang aneh 
Tue Apr 07 00:08:02 PDT 2009,mobilesociety,@s_constantine Move a bit south for some sun rays 
Tue Apr 07 00:27:52 PDT 2009,exosyphen,Stick around ... we will soon unveil Hacker Evolution for the iPhone/iPod 
Mon Apr 06 23:36:53 PDT 2009,wrynex,Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work 
Mon Apr 06 22:51:00 PDT 2009,missria,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! 
Mon Apr 06 23:28:12 PDT 2009,bdonahoe08,is ridiculously hot in his apartment..but can't wait for this weekend 
Tue Apr 07 02:38:35 PDT 2009,lowcarbondiary,@karmadillo Thanks  @juliankimmings sorted me out. A conversation sometime would be nice  Drowning in a funding application this week.
Mon Apr 06 22:28:05 PDT 2009,R_Boucher,Agh...snow!!! 
Tue Apr 07 00:26:38 PDT 2009,Tilex,"@MissElizabeth Food allergies suck!  I became allergic to shellfish about 4 months ago out of the blue, and I used to love shrimp.  "
Tue Apr 07 02:34:54 PDT 2009,laceylingerie,I have to go to the library and get some books on the bloody was  I really can't be bothered with these A levels anymore
Tue Apr 07 01:54:19 PDT 2009,rossjones,"@cheekybeer Document Management Systems always a good idea, although rarely seems to happen in practice "
Tue Apr 07 01:12:56 PDT 2009,Lottie_Molly,listening to Blink-182 
Tue Apr 07 00:28:54 PDT 2009,YESNYA,is so anxious for thursday! I can't wait to see mike its been 3 and a half months! 
Mon Apr 06 23:18:13 PDT 2009,therealhc,Just got back after an rough roadtrip to Amsterdam on the motorcycle. Had an excellent time there 
Tue Apr 07 03:59:43 PDT 2009,bibstha,@asheshwor How? I donot understand 
Mon Apr 06 22:23:21 PDT 2009,swirlicious,"@ladygaga Can't wait to see ur hot ass in Austin! woot woot!!! annnd love the bob with purple, i went the royal color way as well "
Mon Apr 06 22:33:01 PDT 2009,thefuturist88,"I don't know why I still find this hilarious after hearing it like 200 times in a row, but I doooo  ? http://blip.fm/~3x8ok"
Tue Apr 07 03:28:23 PDT 2009,blckshpby,torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.
Mon Apr 06 23:58:45 PDT 2009,brandonXmichael,"@mathewanthony Mathew, it is pretty crazy huhh  text me in the A.M."
Mon Apr 06 23:53:26 PDT 2009,allsorts29,Hi @ladyexec: Found you through @MrTweet. loved the positivity in your mini bio and thought it would be good to connect 
Mon Apr 06 22:33:01 PDT 2009,SPfisterer,@thenub you are too 
Mon Apr 06 22:56:40 PDT 2009,tamisara,"Good morning! Ready 2 go, but I want 2 go back 2 bed "
Tue Apr 07 04:24:14 PDT 2009,ianibbo,"Wondering where I can find the last ep of Old Harrys Game... the R4 website redesign is pretty, but not helping me atm "
Tue Apr 07 03:24:37 PDT 2009,krist0ph3r,@Shadez err the storm has ended. not sure who's been devastated more 
Tue Apr 07 03:28:33 PDT 2009,AlissaK,It looks like winterrr. 
Tue Apr 07 02:19:01 PDT 2009,LeahEarnshaw,@Laura6476 no im not     we are gunna go this hols though.   i really want to see him 
Tue Apr 07 00:08:59 PDT 2009,pedeveloper,"@oliver_turner cant do facebook at work, sorry. have yourself a great day stuffed full of awesomeness! "
Mon Apr 06 22:42:06 PDT 2009,sprtsgrl04,day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. 
Tue Apr 07 04:33:54 PDT 2009,wingnut96,Stopped at the grocery store before work and picked up some salad.  Wings won last night.  So sad about MSU 
Tue Apr 07 02:03:55 PDT 2009,laowai,"@big_blue_wolf Not yet, no. Doubt I'll get a chance to until tonight. Work's mental, thanks to BT cutting off 70,000 customers today "
Tue Apr 07 00:38:54 PDT 2009,riotdancer89,"So you guys think ur so cool with ur bromances, well guess what we have homances! Thats right im in a homance with @StefanieErin "
Tue Apr 07 00:12:59 PDT 2009,k8kate,Stupid 3 year project! feels like you've conquered something then you realised it's only 1 year down 
Tue Apr 07 02:34:15 PDT 2009,Jodie_NZ,@ijustine How bout u remind me to go to the gym 
Tue Apr 07 02:50:31 PDT 2009,illusions214,Up with my sick little girl who just came in my room and vomitted on my bed.  
Tue Apr 07 01:49:06 PDT 2009,gabbler,"@sorcha69 I like the chipper you....I'm in serious good humor today as well, must be something in the air...opium perhaps "
Tue Apr 07 00:54:17 PDT 2009,JennaMadison,@PhoneDomme *waves howdy* Hey tune in to katt.com for some cool tunes you'll like it! 
Mon Apr 06 23:00:36 PDT 2009,teefaKNEEx,"@heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!"
Mon Apr 06 23:05:33 PDT 2009,smeykunz,"@Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops "
Tue Apr 07 01:53:10 PDT 2009,saamanthajaane,"met jack chambers today  ate some yummy thingo from wendys, bought taylor swift's first album, AND got mycamera back. BEST. DAY. EVER! "
Tue Apr 07 00:58:03 PDT 2009,killtherockx,is going to pack today 
Tue Apr 07 03:04:41 PDT 2009,jun6lee,"@chhavi Working, working, working. "
Tue Apr 07 01:49:06 PDT 2009,PassinTime,"@rustyrockets Here's a thought-why don't you go shag a corrupt MPs daughter, then inadvertently get them to pay your fine through bribery "
Mon Apr 06 22:23:37 PDT 2009,konelli,@Honey3223 Lurkers now that was interesting 
Tue Apr 07 00:49:03 PDT 2009,nicolasvoisin,@chermedia se la pete en amphi a tours   http://twitpic.com/2y5vh
Tue Apr 07 02:04:28 PDT 2009,adexcel,"having some problems using Twitter... trying to do some testing for our new platform.... yes, it's Twitter related  "
Tue Apr 07 03:37:32 PDT 2009,ultrabrilliant,"@MechaMorgan I have to save my shekels for the weekend, plus I have a tonne of work to do. Once again, responsibilities ruin everything. "
Tue Apr 07 01:38:49 PDT 2009,Ltleshay,about to lay in bed searching on the new blackberry 
Tue Apr 07 01:33:08 PDT 2009,lauralcharles,@FranzFangirl YAY!  Now tell me what games you get and we can arrange some Wii dates.  
Tue Apr 07 00:27:20 PDT 2009,donaji23,@Jamzeee I knowwwwww I sukkkk !!....   .. Take care of my gurls ...
Tue Apr 07 01:28:53 PDT 2009,Schofe,"@mrsfr Yes, unfortunately the date clashed with an important and long standing family party, got to do it on my own "
Tue Apr 07 01:13:52 PDT 2009,robcthegeek,"@AndrewRimmer Dude, you see that link to spicIE? Why the hell has it not been made more public!? There are templates and everything! "
Tue Apr 07 01:08:19 PDT 2009,LOweeee,is not looking forward to class and work tomorrow. 
Tue Apr 07 03:36:15 PDT 2009,GGTaryn,@jessielynne  aww that is so sweet! I wish I lived in chicago   I wanna help!
Tue Apr 07 01:38:37 PDT 2009,KirstyBurgoine,"@djlittle  Sorry my twitter is slow today so have already drank both! Otherwise you could have had one, honest!"
Tue Apr 07 00:08:30 PDT 2009,Lawry156,I am so swamped! I will get online again soon. I will not neglect my best friends! 
Mon Apr 06 22:33:20 PDT 2009,missflipflop,@donniewahlberg hell yeah! there's the effin man! 
Tue Apr 07 01:33:51 PDT 2009,Djiandunn,Just recorded an awesome new demo  Peep it! http://tinyurl.com/cd2qc8
Tue Apr 07 01:29:18 PDT 2009,Magdalicious,@TonyaTko I see you escaped the evil step mom 
Tue Apr 07 04:19:29 PDT 2009,thefeeders,"I was gonna go dig up some stumps yesterday, then it snowed! after a month of 50 degree temps, it's back to 30s and snow! "
Tue Apr 07 02:38:41 PDT 2009,manda,@TheFemGeek good luck! 
Tue Apr 07 00:13:00 PDT 2009,merickles,@shayera But they are so good. 
Tue Apr 07 01:55:22 PDT 2009,lokobell,Can't smell Tyson any more ... 
Tue Apr 07 02:33:31 PDT 2009,Hetty4Christ,@DonEads WOW!! I am honored...thank you for connecting with me on my blog!!  just a mouth!
Tue Apr 07 02:33:50 PDT 2009,LadyParadis,@Sheamus I always find a tv channel called Dave hillarious. I am in the UK 
Tue Apr 07 00:49:18 PDT 2009,cutthetension,Woken up by someone hammering &gt;&lt; they have stopped now and I can't get back to sleep 
Tue Apr 07 03:44:17 PDT 2009,mizzcool123,damn tha last message didnt work 
Mon Apr 06 23:03:23 PDT 2009,TheDCD,@WBPodcast Hells to the no.  I only room with @demmalition.  
Tue Apr 07 00:56:00 PDT 2009,Augustina22CA,"im lonely  keep me company! 22 female, california"
Mon Apr 06 22:28:24 PDT 2009,kellireneez,laid around too much today... now my head hurts 
Tue Apr 07 04:34:19 PDT 2009,iamspacebar,laptop charger is broken - unless a little cricket set up home inside it overnight. typical at the worst possible time 
Tue Apr 07 01:03:32 PDT 2009,gamehouse,@verwon I think it's a great idea *runs to find slinky* 
Tue Apr 07 01:48:51 PDT 2009,_dagi,Odstartoval code review a pri te prilzezitosti se zacetl do Bad smells in code z knihy Refactoring.Vycet smradu http://tinyurl.com/dj5v7u 
Tue Apr 07 04:20:50 PDT 2009,MrsDeer,"@cottoncandizzle Ur SO right.. I wish I was in NYC, too.. Or Los Angeles.. Las Vegas.. Awww &lt;/3 "
Tue Apr 07 01:44:01 PDT 2009,GoSco,Morning people. I thought I'd make a start on the 32's. One down. 
Tue Apr 07 00:43:27 PDT 2009,RockNRollMariah,@vampiravalo for my birthday which is in June...Either Razorblade Romance or Deep Shadows and Brilliant Highlights would be cool. 
Tue Apr 07 02:29:24 PDT 2009,emilyquinton,@cosmicgirlie Thinking of you. Everything crossed  Turn baby turn!
Tue Apr 07 01:58:36 PDT 2009,davidyell,"@Destrin, Yep. Need to brush up on my formal normalisation theory for this interview "
Mon Apr 06 23:13:56 PDT 2009,mykl4,"@GayTwink just for future reference, since i know you plan to message me hourly, its mykl4 with an L not a 1 "
Tue Apr 07 02:13:05 PDT 2009,MrRichBrown,Thanks to everyone who's sent me work this year... You'll pleased to know I've just planted 85 trees in India with some of the profits  x
Mon Apr 06 23:33:25 PDT 2009,cpilson,@MistyDavies Glad I could help.  Now we just need barcode scanners.
Tue Apr 07 02:27:32 PDT 2009,Mina_Minaa,need cuddling now 
Tue Apr 07 00:28:29 PDT 2009,ggeorgee,i think its time for a myspace eedit.. i just ceebs doing it.. besides i am writing my diary for amelia 
Tue Apr 07 02:06:07 PDT 2009,CiaraRenee,@RoBaBaNks I can't sleep either 
Mon Apr 06 23:54:45 PDT 2009,JDidda,@JBeauty oooh *heads high killin 'em wit da no* lol didn't think so..  but u don't really know me yet I'm a good tucker inner haha
Tue Apr 07 04:00:58 PDT 2009,peacenora,i just finished sharis birthday present !! since today morning i have headache  i think i should drink more......
Mon Apr 06 22:48:14 PDT 2009,riotandahalf,Karaoke with XT on Wed and drum lessons on Thursday!!! What a week... I'll work somewhere in there 
Mon Apr 06 22:33:28 PDT 2009,bluetib,"@lightblue_82 woo, you won't regret it. "
Tue Apr 07 04:00:51 PDT 2009,Drumclog,@Abmac88 I hope that Motte's performance is not an indication of what is to come. 
Tue Apr 07 00:21:53 PDT 2009,J_Moneyy,i don't wanna leave CO! 4:15 am is coming too soon!! 
Tue Apr 07 00:24:15 PDT 2009,3SERINA3,@ruthclayton oh i aint gonna be ur bitch  but i will be HIS.. muwahaha
Mon Apr 06 23:48:00 PDT 2009,WarholGirl,@ientje89 aw i'm fine too thanks! yeah i miss you so much on the MFC  but hope we can talk later on today  kisses :huglove:
Mon Apr 06 23:47:57 PDT 2009,mitchie1312,Sitting at his mom's work.  Craving tea.
Tue Apr 07 02:33:13 PDT 2009,OneLuvGurl,@jonconnelly lol! Nope.. I'll still be in my 20's for another year. 
Tue Apr 07 03:32:26 PDT 2009,ABnetGIRL,Keri Hilson - Tell Him The Truth.. Makes me cry 
Tue Apr 07 02:08:46 PDT 2009,sexytishytashy,is just about to do some uni work...need energyyyyyy   woop
Mon Apr 06 22:27:57 PDT 2009,amyg0716,@suitelifeofkell that's freakin' cooool   i love twitter .haha
Mon Apr 06 22:19:45 PDT 2009,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
Tue Apr 07 00:32:53 PDT 2009,melovetwilight,@MrBigglesrox hey emily you lie!!! meanie   
Mon Apr 06 22:57:24 PDT 2009,skitterrusty,My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now 
Mon Apr 06 22:43:12 PDT 2009,aileen2u2,"@Dangerm0use I think maybe you should get a couple more hours of sleep, hon. How productive can you be right now if ur dog tired? I worry "
Mon Apr 06 23:58:33 PDT 2009,MichaelSage,@RAPEY Have a good Tuesday 
Tue Apr 07 02:28:22 PDT 2009,chinewinelover,@beijingboyce Who is @Maotai? I like Maotai spirit very much! 
Tue Apr 07 01:23:51 PDT 2009,rcpl20,@gingha It is!  I have the docs so morning off and then into work   Freecycling?  What you getting?
Tue Apr 07 02:39:21 PDT 2009,TatiLav,Just had a great time... that is if I forget about the fight on the way back... 
Mon Apr 06 22:51:26 PDT 2009,calliott,is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for 
Tue Apr 07 02:03:10 PDT 2009,lokisimah,whitout friends 
Tue Apr 07 00:18:22 PDT 2009,Daisylittlestar,Morning Everyone 
Tue Apr 07 02:13:45 PDT 2009,ferretprincess,@Abipips So true- nothing induces madness like trying to figure out why ppl do what they do  Hope today with yr little one is wonderful x
Tue Apr 07 00:48:55 PDT 2009,raygungirl,@mulatta @laerwen GB game planned before movie. Original GBs in 3rd movie as &quot;mentors&quot; - think aintitcool.com has info on main page 
Mon Apr 06 23:43:51 PDT 2009,lovelylady,today felt like another fricken day out in the battlefield. but i definitely won the war this day. luv ya my frenz 
Tue Apr 07 01:24:35 PDT 2009,alisonortega,is NOT sleeping ....damnit. T-minus 4 hours and counting until i have to get the kids up for school 
Mon Apr 06 22:27:57 PDT 2009,ilikeoreos,Hoping the tummy rumbles go away soon 
Tue Apr 07 02:58:44 PDT 2009,MihiSorensen,"Sore throat. Please God, don't make me sick  Sleep time, night all x"
Mon Apr 06 23:55:40 PDT 2009,vintagekiss,doing some business studies revision 
Mon Apr 06 23:23:09 PDT 2009,terrywang,"Skype for iPhone + VoIPover3G, now we can easily make voice calls over 3G or GRPS/EDGE. Cool stuff, thanks to Open Source community "
Tue Apr 07 04:26:31 PDT 2009,dar_doll,I'm obssesing about my weight! Gah! I can't stop thinking about the lbs. I've gained!!! It's making me upset 
Tue Apr 07 04:16:30 PDT 2009,tblightfoot,Is sick...half price sushi from Kumo did not agree with me.  
Mon Apr 06 22:48:32 PDT 2009,Anchelspain,"Amazing night in Dallas with my Advanced TV Production class  Happy Birhtday, Sam!!"
Mon Apr 06 23:58:40 PDT 2009,Hiyacher,I feel soooo bad for my doglet!  She is not understanding why her mouth is so sore!  Poor little thing 
